DATE,ZAFCPIALLMINMEI
1960-01-01,1.34589704262444
1960-02-01,1.34589704262444
1960-03-01,1.35041347565338
1960-04-01,1.35492990868232
1960-05-01,1.35944634171126
1960-06-01,1.36396277474021
1960-07-01,1.36396277474021
1960-08-01,1.36847920776915
1960-09-01,1.36847920776915
1960-10-01,1.36847920776915
1960-11-01,1.36847920776915
1960-12-01,1.36847920776915
1961-01-01,1.37299564079809
1961-02-01,1.37751207382703
1961-03-01,1.37751207382703
1961-04-01,1.38202850685597
1961-05-01,1.39106137291385
1961-06-01,1.39106137291385
1961-07-01,1.39106137291385
1961-08-01,1.39557780594279
1961-09-01,1.39557780594279
1961-10-01,1.39557780594279
1961-11-01,1.40461067200068
1961-12-01,1.39557780594279
1962-01-01,1.39557780594279
1962-02-01,1.39557780594279
1962-03-01,1.40009423897174
1962-04-01,1.40461067200068
1962-05-01,1.40912710502962
1962-06-01,1.40912710502962
1962-07-01,1.40912710502962
1962-08-01,1.40912710502962
1962-09-01,1.40912710502962
1962-10-01,1.40912710502962
1962-11-01,1.40912710502962
1962-12-01,1.4181599710875
1963-01-01,1.42267640411644
1963-02-01,1.4181599710875
1963-03-01,1.4181599710875
1963-04-01,1.4181599710875
1963-05-01,1.4181599710875
1963-06-01,1.42267640411644
1963-07-01,1.42719283714538
1963-08-01,1.43170927017432
1963-09-01,1.43170927017432
1963-10-01,1.43170927017432
1963-11-01,1.43170927017432
1963-12-01,1.43170927017432
1964-01-01,1.43170927017432
1964-02-01,1.43170927017432
1964-03-01,1.44525856926115
1964-04-01,1.44977500229009
1964-05-01,1.44977500229009
1964-06-01,1.45429143531903
1964-07-01,1.46332430137691
1964-08-01,1.46784073440585
1964-09-01,1.47687360046373
1964-10-01,1.48139003349267
1964-11-01,1.49042289955056
1964-12-01,1.4949393325795
1965-01-01,1.49945576560844
1965-02-01,1.49945576560844
1965-03-01,1.50397219863738
1965-04-01,1.51300506469526
1965-05-01,1.51300506469526
1965-06-01,1.5175214977242
1965-07-01,1.52203793075314
1965-08-01,1.53107079681103
1965-09-01,1.53107079681103
1965-10-01,1.53558722983997
1965-11-01,1.54010366286891
1965-12-01,1.54462009589785
1966-01-01,1.54913652892679
1966-02-01,1.55816939498467
1966-03-01,1.55816939498467
1966-04-01,1.56268582801361
1966-05-01,1.55816939498467
1966-06-01,1.56720226104256
1966-07-01,1.56720226104256
1966-08-01,1.5717186940715
1966-09-01,1.5943008592162
1966-10-01,1.59881729224514
1966-11-01,1.59881729224514
1966-12-01,1.60333372527408
1967-01-01,1.60785015830302
1967-02-01,1.60785015830302
1967-03-01,1.61688302436091
1967-04-01,1.62139945738985
1967-05-01,1.62591589041879
1967-06-01,1.63043232344773
1967-07-01,1.63946518950561
1967-08-01,1.64398162253455
1967-09-01,1.64398162253455
1967-10-01,1.63946518950561
1967-11-01,1.63946518950561
1967-12-01,1.63946518950561
1968-01-01,1.63946518950561
1968-02-01,1.64398162253455
1968-03-01,1.64849805556349
1968-04-01,1.65301448859244
1968-05-01,1.65301448859244
1968-06-01,1.65753092162138
1968-07-01,1.66656378767926
1968-08-01,1.66656378767926
1968-09-01,1.67559665373714
1968-10-01,1.67559665373714
1968-11-01,1.68011308676608
1968-12-01,1.68462951979502
1969-01-01,1.68914595282396
1969-02-01,1.68914595282396
1969-03-01,1.70269525191079
1969-04-01,1.70721168493973
1969-05-01,1.71172811796867
1969-06-01,1.71172811796867
1969-07-01,1.71624455099761
1969-08-01,1.71624455099761
1969-09-01,1.72527741705549
1969-10-01,1.73431028311338
1969-11-01,1.73882671614232
1969-12-01,1.7478595822002
1970-01-01,1.7478595822002
1970-02-01,1.7478595822002
1970-03-01,1.7478595822002
1970-04-01,1.79385588699494
1970-05-01,1.79385588699494
1970-06-01,1.79385588699494
1970-07-01,1.79385588699494
1970-08-01,1.83985219178968
1970-09-01,1.83985219178968
1970-10-01,1.83985219178968
1970-11-01,1.83985219178968
1970-12-01,1.83985219178968
1971-01-01,1.83985219178968
1971-02-01,1.83985219178968
1971-03-01,1.88584849658442
1971-04-01,1.88584849658442
1971-05-01,1.88584849658442
1971-06-01,1.88584849658442
1971-07-01,1.88584849658442
1971-08-01,1.93184480137917
1971-09-01,1.93184480137917
1971-10-01,1.97784110617391
1971-11-01,1.97784110617391
1971-12-01,1.97784110617391
1972-01-01,1.97784110617391
1972-02-01,1.97784110617391
1972-03-01,1.97784110617391
1972-04-01,1.97784110617391
1972-05-01,1.97784110617391
1972-06-01,1.97784110617391
1972-07-01,2.02383741096865
1972-08-01,2.06983371576339
1972-09-01,2.06983371576339
1972-10-01,2.11583002055814
1972-11-01,2.11583002055814
1972-12-01,2.11583002055814
1973-01-01,2.11583002055814
1973-02-01,2.11583002055814
1973-03-01,2.16182632535288
1973-04-01,2.20782263014762
1973-05-01,2.20782263014762
1973-06-01,2.20782263014762
1973-07-01,2.25381893494236
1973-08-01,2.25381893494236
1973-09-01,2.25381893494236
1973-10-01,2.2998152397371
1973-11-01,2.2998152397371
1973-12-01,2.2998152397371
1974-01-01,2.34581154453185
1974-02-01,2.34581154453185
1974-03-01,2.39180784932659
1974-04-01,2.39180784932659
1974-05-01,2.43780415412133
1974-06-01,2.48380045891607
1974-07-01,2.48380045891607
1974-08-01,2.52979676371081
1974-09-01,2.57579306850556
1974-10-01,2.57579306850556
1974-11-01,2.6217893733003
1974-12-01,2.6217893733003
1975-01-01,2.66778567809504
1975-02-01,2.71378198288978
1975-03-01,2.71378198288978
1975-04-01,2.75977828768452
1975-05-01,2.75977828768452
1975-06-01,2.80577459247927
1975-07-01,2.85177089727401
1975-08-01,2.85177089727401
1975-09-01,2.89776720206875
1975-10-01,2.89776720206875
1975-11-01,2.94376350686349
1975-12-01,2.94376350686349
1976-01-01,2.94376350686349
1976-02-01,2.98975981165823
1976-03-01,3.03575611645298
1976-04-01,3.08175242124772
1976-05-01,3.08175242124772
1976-06-01,3.12774872604246
1976-07-01,3.12774872604246
1976-08-01,3.21974133563194
1976-09-01,3.21974133563194
1976-10-01,3.21974133563194
1976-11-01,3.21974133563194
1976-12-01,3.26573764042669
1977-01-01,3.31173394522143
1977-02-01,3.31173394522143
1977-03-01,3.35773025001617
1977-04-01,3.44972285960565
1977-05-01,3.44972285960565
1977-06-01,3.44972285960565
1977-07-01,3.4957191644004
1977-08-01,3.54171546919514
1977-09-01,3.54171546919514
1977-10-01,3.58771177398988
1977-11-01,3.58771177398988
1977-12-01,3.63370807878462
1978-01-01,3.67970438357936
1978-02-01,3.67970438357936
1978-03-01,3.67970438357936
1978-04-01,3.77169699316885
1978-05-01,3.77169699316885
1978-06-01,3.77169699316885
1978-07-01,3.90968590755308
1978-08-01,3.95568221234782
1978-09-01,4.00167851714256
1978-10-01,4.0476748219373
1978-11-01,4.0476748219373
1978-12-01,4.0476748219373
1979-01-01,4.09367112673204
1979-02-01,4.13966743152678
1979-03-01,4.18566373632153
1979-04-01,4.23166004111627
1979-05-01,4.23166004111627
1979-06-01,4.27765634591101
1979-07-01,4.46164156508998
1979-08-01,4.50763786988472
1979-09-01,4.55363417467946
1979-10-01,4.59963047947421
1979-11-01,4.59963047947421
1979-12-01,4.64562678426895
1980-01-01,4.64562678426895
1980-02-01,4.69162308906369
1980-03-01,4.73761939385843
1980-04-01,4.78361569865317
1980-05-01,4.82961200344792
1980-06-01,4.9216046130374
1980-07-01,5.01359722262688
1980-08-01,5.01359722262688
1980-09-01,5.15158613701111
1980-10-01,5.2435787466006
1980-11-01,5.28957505139534
1980-12-01,5.38156766098482
1981-01-01,5.38156766098482
1981-02-01,5.47356027057431
1981-03-01,5.47356027057431
1981-04-01,5.51955657536905
1981-05-01,5.56555288016379
1981-06-01,5.61154918495853
1981-07-01,5.74953809934276
1981-08-01,5.84153070893224
1981-09-01,5.97951962331647
1981-10-01,6.02551592811121
1981-11-01,6.07151223290595
1981-12-01,6.1175085377007
1982-01-01,6.1175085377007
1982-02-01,6.20950114729018
1982-03-01,6.34749006167441
1982-04-01,6.43948267126389
1982-05-01,6.48547897605863
1982-06-01,6.53147528085337
1982-07-01,6.57747158564812
1982-08-01,6.6694641952376
1982-09-01,6.76145680482708
1982-10-01,6.85344941441657
1982-11-01,6.94544202400605
1982-12-01,6.94544202400605
1983-01-01,6.99143832880079
1983-02-01,7.12942724318502
1983-03-01,7.17542354797976
1983-04-01,7.26741615756925
1983-05-01,7.31341246236399
1983-06-01,7.31341246236399
1983-07-01,7.40540507195347
1983-08-01,7.49739768154296
1983-09-01,7.5433939863377
1983-10-01,7.58939029113244
1983-11-01,7.68138290072192
1983-12-01,7.68138290072192
1984-01-01,7.72737920551667
1984-02-01,7.81937181510615
1984-03-01,7.91136442469563
1984-04-01,8.04935333907986
1984-05-01,8.14134594866934
1984-06-01,8.18734225346409
1984-07-01,8.27933486305357
1984-08-01,8.37132747264306
1984-09-01,8.4173237774378
1984-10-01,8.55531269182202
1984-11-01,8.64730530141151
1984-12-01,8.69330160620625
1985-01-01,8.78529421579574
1985-02-01,9.10726834935893
1985-03-01,9.10726834935893
1985-04-01,9.33724987333264
1985-05-01,9.42924248292212
1985-06-01,9.56723139730635
1985-07-01,9.61322770210109
1985-08-01,9.70522031169058
1985-09-01,9.8432092260748
1985-10-01,9.98119814045903
1985-11-01,10.1191870548433
1985-12-01,10.3031722740222
1986-01-01,10.6251464075854
1986-02-01,10.7171390171749
1986-03-01,10.8551279315591
1986-04-01,11.0391131507381
1986-05-01,11.0391131507381
1986-06-01,11.1771020651223
1986-07-01,11.407083589096
1986-08-01,11.5450725034803
1986-09-01,11.775054027454
1986-10-01,11.9130429418382
1986-11-01,12.0510318562224
1986-12-01,12.1890207706066
1987-01-01,12.3270096849909
1987-02-01,12.5109949041698
1987-03-01,12.6949801233488
1987-04-01,12.8789653425278
1987-05-01,12.9709579521173
1987-06-01,13.1089468665015
1987-07-01,13.200939476091
1987-08-01,13.4309210000647
1987-09-01,13.6149062192437
1987-10-01,13.7528951336279
1987-11-01,13.8908840480121
1987-12-01,13.9828766576016
1988-01-01,14.0748692671911
1988-02-01,14.1668618767806
1988-03-01,14.3968434007543
1988-04-01,14.5348323151385
1988-05-01,14.6728212295227
1988-06-01,14.7188175343175
1988-07-01,14.9028027534964
1988-08-01,15.0867879726754
1988-09-01,15.2707731918544
1988-10-01,15.4547584110333
1988-11-01,15.5927473254176
1988-12-01,15.7307362398018
1989-01-01,15.9607177637755
1989-02-01,16.0987066781597
1989-03-01,16.3746845069282
1989-04-01,16.6046660309019
1989-05-01,16.8346475548756
1989-06-01,17.0186327740546
1989-07-01,17.2026179932335
1989-08-01,17.4325995172072
1989-09-01,17.5705884315915
1989-10-01,17.7085773459757
1989-11-01,17.9385588699494
1989-12-01,18.1685403939231
1990-01-01,18.3985219178968
1990-02-01,18.536510832281
1990-03-01,18.8124886610495
1990-04-01,18.9964738802285
1990-05-01,19.1804590994074
1990-06-01,19.3184480137917
1990-07-01,19.4564369281759
1990-08-01,19.7784110617391
1990-09-01,20.1003851953023
1990-10-01,20.2383741096865
1990-11-01,20.6523408528392
1990-12-01,20.7903297672234
1991-01-01,21.0203112911971
1991-02-01,21.2962891199656
1991-03-01,21.4802743391445
1991-04-01,21.8022484727077
1991-05-01,22.1242226062709
1991-06-01,22.2622115206552
1991-07-01,22.5381893494236
1991-08-01,22.8601634829868
1991-09-01,23.18213761655
1991-10-01,23.5961043597027
1991-11-01,23.8260858836764
1991-12-01,24.1940563220343
1992-01-01,24.424037846008
1992-02-01,24.6540193699818
1992-03-01,24.8380045891607
1992-04-01,25.1599787227239
1992-05-01,25.3439639419029
1992-06-01,25.6199417706713
1992-07-01,25.849923294645
1992-08-01,26.1259011234135
1992-09-01,26.3098863425925
1992-10-01,26.3558826473872
1992-11-01,26.4938715617714
1992-12-01,26.4938715617714
1993-01-01,26.7698493905399
1993-02-01,26.8618420001294
1993-03-01,27.2298124384873
1993-04-01,27.9657533152032
1993-05-01,28.0577459247927
1993-06-01,28.1957348391769
1993-07-01,28.4257163631506
1993-08-01,28.5637052775348
1993-09-01,28.6556978871243
1993-10-01,28.885679411098
1993-11-01,28.9316757158928
1993-12-01,29.0236683254822
1994-01-01,29.4376350686349
1994-02-01,29.5296276782244
1994-03-01,29.7136128974034
1994-04-01,29.8975981165823
1994-05-01,30.0815833357613
1994-06-01,30.2655685549403
1994-07-01,30.7255316028877
1994-08-01,31.1854946508351
1994-09-01,31.5534650891931
1994-10-01,31.6914540035773
1994-11-01,31.7834466131668
1994-12-01,31.8754392227562
1995-01-01,32.2894059659089
1995-02-01,32.4273948802932
1995-03-01,32.7953653186511
1995-04-01,33.2093320618038
1995-05-01,33.347320976188
1995-06-01,33.3013246713933
1995-07-01,33.4853098905722
1995-08-01,33.5773025001617
1995-09-01,33.6232988049564
1995-10-01,33.7152914145459
1995-11-01,33.8072840241354
1995-12-01,34.0832618529039
1996-01-01,34.4972285960566
1996-02-01,34.5432249008513
1996-03-01,34.8192027296197
1996-04-01,35.0491842535935
1996-05-01,35.2791657775672
1996-06-01,35.6011399111304
1996-07-01,35.8771177398988
1996-08-01,36.0611029590778
1996-09-01,36.4290733974357
1996-10-01,36.7510475309989
1996-11-01,36.8890364453831
1996-12-01,37.2570068837411
1997-01-01,37.7169699316885
1997-02-01,37.9469514556622
1997-03-01,38.1769329796359
1997-04-01,38.4989071131991
1997-05-01,38.6368960275833
1997-06-01,38.7288886371728
1997-07-01,39.1428553803255
1997-08-01,39.1888516851202
1997-09-01,39.3728369042992
1997-10-01,39.5568221234782
1997-11-01,39.418833209094
1997-12-01,39.5568221234782
1998-01-01,39.8787962570414
1998-02-01,39.9707888666309
1998-03-01,40.2467666953993
1998-04-01,40.4307519145783
1998-05-01,40.6147371337572
1998-06-01,40.7527260481415
1998-07-01,41.7186484488311
1998-08-01,42.1786114967785
1998-09-01,42.9145523734943
1998-10-01,43.0985375926733
1998-11-01,43.0985375926733
1998-12-01,43.0985375926733
1999-01-01,43.4205117262365
1999-02-01,43.4205117262365
1999-03-01,43.4205117262365
1999-04-01,43.512504335826
1999-05-01,43.4665080310313
1999-06-01,43.696489555005
1999-07-01,43.7424858597997
1999-08-01,43.5585006406207
1999-09-01,43.7424858597997
1999-10-01,43.8344784693892
1999-11-01,43.9264710789787
1999-12-01,44.0644599933629
2000-01-01,44.5704193461051
2000-02-01,44.4324304317208
2000-03-01,44.8923934796682
2000-04-01,45.4903454419999
2000-05-01,45.6743306611789
2000-06-01,45.9503084899473
2000-07-01,46.3642752331
2000-08-01,46.548260452279
2000-09-01,46.7782419762527
2000-10-01,46.9162308906369
2000-11-01,47.0082235002264
2000-12-01,47.1462124146106
2001-01-01,47.7441643769423
2001-02-01,47.8821532913265
2001-03-01,48.2041274248897
2001-04-01,48.4341089488634
2001-05-01,48.6180941680424
2001-06-01,48.8480756920161
2001-07-01,48.8020793872213
2001-08-01,48.7100867776318
2001-09-01,48.8480756920161
2001-10-01,48.8020793872213
2001-11-01,49.032060911195
2001-12-01,49.3080387399635
2002-01-01,50.1359722262689
2002-02-01,50.7412631517609
2002-03-01,51.250257793652
2002-04-01,52.1238026520326
2002-05-01,52.3782999729781
2002-06-01,52.8253898611256
2002-07-01,53.6645431896487
2002-08-01,53.9534320404518
2002-09-01,54.4280351524853
2002-10-01,55.2396752571224
2002-11-01,55.8999926303865
2002-12-01,55.9687756901015
2003-01-01,56.4227438842205
2003-02-01,56.360839130477
2003-03-01,56.6909978171091
2003-04-01,56.8216856305676
2003-05-01,56.8216856305676
2003-06-01,56.718511040995
2003-07-01,56.429622190192
2003-08-01,56.553431697679
2003-09-01,56.168246563275
2003-10-01,55.7349132870705
2003-11-01,55.1021091376924
2003-12-01,55.0539609958919
2004-01-01,55.2947017048944
2004-02-01,55.4666593541819
2004-03-01,55.728034981099
2004-04-01,55.7899397348424
2004-05-01,55.796818040814
2004-06-01,55.8449661826145
2004-07-01,55.9550190781585
2004-08-01,55.8449661826145
2004-09-01,55.8587227945575
2004-10-01,56.016923831902
2004-11-01,56.347082518534
2004-12-01,56.264542846876
2005-01-01,56.4365004961635
2005-02-01,56.4640137200495
2005-03-01,56.8079290186246
2005-04-01,56.9798866679121
2005-05-01,56.8423205484821
2005-06-01,56.7253893469666
2005-07-01,57.1449660112281
2005-08-01,57.2412622948291
2005-09-01,57.2894104366296
2005-10-01,57.3581934963446
2005-11-01,57.3444368844016
2005-12-01,57.3994633321736
2006-01-01,57.6195691232616
2006-02-01,57.6952304889482
2006-03-01,57.8671881382357
2006-04-01,58.0047542576657
2006-05-01,58.2248600487537
2006-06-01,58.6513150189868
2006-07-01,59.0571350713053
2006-08-01,59.4629551236238
2006-09-01,59.6142778549969
2006-10-01,59.9306799296859
2006-11-01,59.9306799296859
2006-12-01,60.1645423327169
2007-01-01,60.604753914893
2007-02-01,60.5290925492064
2007-03-01,60.948669213468
2007-04-01,61.4645421613306
2007-05-01,61.7465527061621
2007-06-01,62.1867642883381
2007-07-01,62.7232721541152
2007-08-01,63.1222139004622
2007-09-01,63.4798858109803
2007-10-01,64.0645418185578
2007-11-01,64.2640126917314
2007-12-01,64.7179808858504
2008-01-01,65.619038968117
2008-02-01,65.946044145699
2008-03-01,66.8180579525843
2008-04-01,67.2540648560269
2008-05-01,67.7990734853302
2008-06-01,68.7800890180761
2008-07-01,69.761104550822
2008-08-01,70.1971114542647
2008-09-01,70.6331183577073
2008-10-01,70.8511218094286
2008-11-01,70.8511218094286
2008-12-01,70.742120083568
2009-01-01,71.1781269870106
2009-02-01,71.8321373421746
2009-03-01,72.9221546007812
2009-04-01,73.2491597783632
2009-05-01,73.4671632300845
2009-06-01,73.6851666818058
2009-07-01,74.4481787628304
2009-08-01,74.6661822145517
2009-09-01,74.8841856662731
2009-10-01,74.8841856662731
2009-11-01,74.8841856662731
2009-12-01,75.1021891179944
2010-01-01,75.3201925697157
2010-02-01,75.7561994731583
2010-03-01,76.4102098283223
2010-04-01,76.4102098283223
2010-05-01,76.6282132800436
2010-06-01,76.6282132800436
2010-07-01,77.0642201834862
2010-08-01,77.1732219093469
2010-09-01,77.2822236352076
2010-10-01,77.3912253610682
2010-11-01,77.5002270869289
2010-12-01,77.6092288127896
2011-01-01,78.0452357162322
2011-02-01,78.4812426196748
2011-03-01,79.4622581524208
2011-04-01,79.6802616041421
2011-05-01,80.1162685075847
2011-06-01,80.5522754110274
2011-07-01,81.2062857661913
2011-08-01,81.2062857661913
2011-09-01,81.642292669634
2011-10-01,82.1873012989372
2011-11-01,82.2963030247979
2011-12-01,82.5143064765192
2012-01-01,82.9503133799619
2012-02-01,83.3863202834045
2012-03-01,84.2583340902898
2012-04-01,84.6943409937324
2012-05-01,84.6943409937324
2012-06-01,85.0213461713144
2012-07-01,85.130347897175
2012-08-01,85.457353074757
2012-09-01,86.111363429921
2012-10-01,86.7653737850849
2012-11-01,86.9833772368063
2012-12-01,87.3103824143882
2013-01-01,87.5283858661096
2013-02-01,88.2913979471342
2013-03-01,89.3814152057408
2013-04-01,89.5994186574621
2013-05-01,89.3814152057408
2013-06-01,89.7084203833227
2013-07-01,90.580434190208
2013-08-01,90.90743936779
2013-09-01,91.3434462712326
2013-10-01,91.561449722954
2013-11-01,91.6704514488146
2013-12-01,91.8884549005359
2014-01-01,92.5424652556999
2014-02-01,93.5234807884458
2014-03-01,94.7224997729131
2014-04-01,95.1585066763557
2014-05-01,95.4855118539377
2014-06-01,95.8125170315197
2014-07-01,96.5755291125443
2014-08-01,96.7935325642656
2014-09-01,96.7935325642656
2014-10-01,97.0115360159869
2014-11-01,97.0115360159869
2014-12-01,96.7935325642656
2015-01-01,96.684530838405
2015-02-01,97.3385411935689
2015-03-01,98.5375601780362
2015-04-01,99.5185757107821
2015-05-01,99.6275774366428
2015-06-01,100.172586065946
2015-07-01,101.044599872831
2015-08-01,101.153601598692
2015-09-01,101.153601598692
2015-10-01,101.371605050413
2015-11-01,101.589608502135
2015-12-01,101.807611953856
2016-01-01,102.679625760741
2016-02-01,104.09664819693
2016-03-01,104.968662003815
2016-04-01,105.949677536561
2016-05-01,106.167680988282
2016-06-01,106.712689617586
2016-07-01,107.584703424471
2016-08-01,107.47570169861
2016-09-01,107.693705150332
2016-10-01,108.238713779635
2016-11-01,108.565718957217
2016-12-01,109.001725860659
2017-01-01,109.655736215823
2017-02-01,110.854755200291
2017-03-01,111.399763829594
2017-04-01,111.508765555455
2017-05-01,111.835770733037
2017-06-01,112.053774184758
2017-07-01,112.271777636479
2017-08-01,112.38077936234
2017-09-01,112.925787991643
2017-10-01,113.252793169225
2017-11-01,113.361794895086
2017-12-01,113.906803524389
2018-01-01,114.342810427832
2018-02-01,115.105822508856
2018-03-01,115.541829412299
2018-04-01,116.304841493324
2018-05-01,116.631846670906
2018-06-01,116.958851848488
2018-07-01,117.939867381234
2018-08-01,117.830865655373
2018-09-01,118.375874284676
2018-10-01,118.920882913979
2018-11-01,119.138886365701
2018-12-01,118.920882913979
2019-01-01,118.811881188119
2019-02-01,119.792896720865
2019-03-01,120.773912253611
2019-04-01,121.427922608775
2019-05-01,121.754927786357
2019-06-01,122.190934689799
2019-07-01,122.626941593242
2019-08-01,122.953946770824
2019-09-01,123.280951948406
2019-10-01,123.280951948406
2019-11-01,123.389953674267
2019-12-01,123.716958851848
2020-01-01,124.04396402943
2020-02-01,125.242983013898
2020-03-01,125.67898991734
2020-04-01,124.915977836316
2020-05-01,124.261967481152
2020-06-01,124.806976110455
2020-07-01,126.551003724226
2020-08-01,126.660005450086
2020-09-01,126.878008901808
2020-10-01,127.31401580525
2020-11-01,127.31401580525
2020-12-01,127.532019256972
2021-01-01,127.968026160414
2021-02-01,128.8400399673
